Unnamed: 0,n_code,active,last_update,update_count,input_date,lat,lng,x_900913,y_900913,points,extension,date_photo,device_platform,device_model,device_uuid,viewing_angle,rain,bottom,fu_value,fu_processed,fu_observed,sd_depth,application,apk_user_n_code,user_n_code,nickname,user_points,user_photo_count,user_level,p_cloud_cover,p_temperature,p_ph,p_conductivity,p_colour,image,geom,flagged_count,wacodi_processed,image.1,nickname.1,month_year,month,day,image_path,total_pixels,color_pixels,Flag,fu_processed_wacodi_processed,month_year_period,fu_processed_clouds,fu_processed_old,hue_angle,hue_angle_centre,hue_angle_centre_clouds,hue_angle_centre_old,hue_angle_clouds,hue_angle_old,macrophytes,overcast_hue_best,overcast_hue_best_fu,overcast_hue_center,overcast_hue_center_fu,p_chla,p_dissolved_oxygen,p_phycocyanin,p_salinity,sunny_hue_best,sunny_hue_best_fu,sunny_hue_center,sunny_hue_center_fu
,19478,1,1/11/2022 10:17:04 AM,1,1/11/2022 10:17:03 AM,48.4749182,9.1755003,1021412,6186231,10,png,2022-01-11 09:17:05,Android,SM-G950F,d14aaee0bdd2bdac,0,,1.0,17,17.0,0,0.0,eowcolor,714.0,714.0,lindy,410.0,72.0,3.0,100.0,0.0,0.0,0.0,0.0,https://eyeonwater.org/media/eyeonwater_upload/19478.png,?,0,1,http://www.eyeonwater.org/media/eyeonwater_upload/19478.png,lindy,2022-01,1,2022-01-11,C:\Users\janfa\reutlingen-university.de\ParKli - General\AP2_Ko_Produktion\AP2.3_Erzeugen_von_Trainingsdatensätzen\EyeOnWater\Dash_Python\urlTest\src\pages\..\assets\Bilder\19478.png,8184.0,3409.0,True,17.0,2022-01,,,38.100406312234,40.183259572594,,,,,,35.078700398351,17.0,36.906649938414,17.0,0.0,0.0,0.0,0.0,38.100406312234,17.0,40.183259572594,16.0
,19475,1,1/11/2022 10:01:54 AM,1,1/11/2022 10:01:53 AM,48.4749182,9.1755003,1021412,6186231,10,png,2022-01-11 09:03:56,Android,SM-G950F,d14aaee0bdd2bdac,3,,1.0,16,17.0,0,0.0,eowcolor,714.0,714.0,lindy,410.0,72.0,3.0,100.0,0.0,0.0,0.0,0.0,https://eyeonwater.org/media/eyeonwater_upload/19475.png,?,0,1,http://www.eyeonwater.org/media/eyeonwater_upload/19475.png,lindy,2022-01,1,2022-01-11,C:\Users\janfa\reutlingen-university.de\ParKli - General\AP2_Ko_Produktion\AP2.3_Erzeugen_von_Trainingsdatensätzen\EyeOnWater\Dash_Python\urlTest\src\pages\..\assets\Bilder\19475.png,2340.0,569.0,True,17.0,2022-01,,,35.417596385116,38.279899350443,,,,,,33.16085879521,18.0,36.009681140656,17.0,0.0,0.0,0.0,0.0,35.417596385116,17.0,38.279899350443,17.0
,19472,1,1/11/2022 9:34:44 AM,1,1/11/2022 9:34:42 AM,48.4950561,9.2071395,1024934,6189613,10,png,2022-01-11 08:35:27,Android,SM-G950F,d14aaee0bdd2bdac,15,,1.0,14,13.0,0,0.0,eowcolor,714.0,714.0,lindy,410.0,72.0,3.0,100.0,0.0,0.0,0.0,0.0,https://eyeonwater.org/media/eyeonwater_upload/19472.png,?,0,1,http://www.eyeonwater.org/media/eyeonwater_upload/19472.png,lindy,2022-01,1,2022-01-11,C:\Users\janfa\reutlingen-university.de\ParKli - General\AP2_Ko_Produktion\AP2.3_Erzeugen_von_Trainingsdatensätzen\EyeOnWater\Dash_Python\urlTest\src\pages\..\assets\Bilder\19472.png,8568.0,4133.0,True,13.0,2022-01,,,58.032379942951,62.777207357574,,,,,,57.237937976922,13.0,59.913799917897,13.0,0.0,0.0,0.0,0.0,58.032379942951,13.0,62.777207357574,12.0
,19447,1,1/6/2022 10:13:48 AM,1,1/6/2022 10:13:47 AM,48.4102792,9.788034,1089598,6175384,10,png,2022-01-06 09:15:44,Android,SM-G950F,d14aaee0bdd2bdac,17,,,3,4.0,0,0.0,eowcolor,714.0,714.0,lindy,410.0,72.0,3.0,25.0,0.0,0.0,0.0,0.0,https://eyeonwater.org/media/eyeonwater_upload/19447.png,?,0,1,http://www.eyeonwater.org/media/eyeonwater_upload/19447.png,lindy,2022-01,1,2022-01-06,C:\Users\janfa\reutlingen-university.de\ParKli - General\AP2_Ko_Produktion\AP2.3_Erzeugen_von_Trainingsdatensätzen\EyeOnWater\Dash_Python\urlTest\src\pages\..\assets\Bilder\19447.png,26800.0,13752.0,True,4.0,2022-01,,,195.99981226245,195.08615353474,,,,,,201.79037325664,4.0,201.50549982504,4.0,0.0,0.0,0.0,0.0,195.99981226245,4.0,195.08615353474,4.0
,19446,1,1/6/2022 10:12:44 AM,1,1/6/2022 10:12:41 AM,48.4102792,9.788034,1089598,6175384,10,png,2022-01-06 09:14:38,Android,SM-G950F,d14aaee0bdd2bdac,17,,1.0,4,4.0,0,0.0,eowcolor,714.0,714.0,lindy,410.0,72.0,3.0,25.0,0.0,0.0,0.0,0.0,https://eyeonwater.org/media/eyeonwater_upload/19446.png,?,0,1,http://www.eyeonwater.org/media/eyeonwater_upload/19446.png,lindy,2022-01,1,2022-01-06,C:\Users\janfa\reutlingen-university.de\ParKli - General\AP2_Ko_Produktion\AP2.3_Erzeugen_von_Trainingsdatensätzen\EyeOnWater\Dash_Python\urlTest\src\pages\..\assets\Bilder\19446.png,27966.0,11969.0,True,4.0,2022-01,,,191.85167558485,192.55523161879,,,,,,197.57225179602,4.0,198.69687089376,4.0,0.0,0.0,0.0,0.0,191.85167558485,4.0,192.55523161879,4.0
,19443,1,1/6/2022 12:07:32 AM,1,1/5/2022 4:22:16 PM,48.4706672,9.1753444,1021394,6185517,10,png,2022-01-05 15:01:46,Android,SM-G950F,d14aaee0bdd2bdac,13,,,15,16.0,0,0.0,eowcolor,714.0,714.0,lindy,410.0,72.0,3.0,75.0,0.0,0.0,0.0,0.0,https://eyeonwater.org/media/eyeonwater_upload/19443.png,?,0,1,http://www.eyeonwater.org/media/eyeonwater_upload/19443.png,lindy,2022-01,1,2022-01-05,C:\Users\janfa\reutlingen-university.de\ParKli - General\AP2_Ko_Produktion\AP2.3_Erzeugen_von_Trainingsdatensätzen\EyeOnWater\Dash_Python\urlTest\src\pages\..\assets\Bilder\19443.png,126720.0,24225.0,False,,2022-01,,,,42.727116878164,,,,,,,0.0,97.585028082692,8.0,0.0,0.0,0.0,0.0,,0.0,42.727116878164,16.0
,19442,1,1/5/2022 4:22:16 PM,1,1/5/2022 4:22:14 PM,48.4772157,9.1841261,1022372,6186616,10,png,2022-01-05 15:24:09,Android,SM-G950F,d14aaee0bdd2bdac,18,,,18,18.0,0,0.0,eowcolor,714.0,714.0,lindy,410.0,72.0,3.0,75.0,0.0,0.0,0.0,0.0,https://eyeonwater.org/media/eyeonwater_upload/19442.png,?,0,1,http://www.eyeonwater.org/media/eyeonwater_upload/19442.png,lindy,2022-01,1,2022-01-05,C:\Users\janfa\reutlingen-university.de\ParKli - General\AP2_Ko_Produktion\AP2.3_Erzeugen_von_Trainingsdatensätzen\EyeOnWater\Dash_Python\urlTest\src\pages\..\assets\Bilder\19442.png,11480.0,5686.0,True,18.0,2022-01,,,33.693661586728,35.009302846667,,,,,,28.983942788815,19.0,30.517809570954,18.0,0.0,0.0,0.0,0.0,33.693661586728,18.0,35.009302846667,17.0
,19441,1,1/5/2022 4:22:16 PM,1,1/5/2022 4:22:13 PM,48.4706672,9.1753444,1021394,6185517,10,png,2022-01-05 15:02:25,Android,SM-G950F,d14aaee0bdd2bdac,10,,,16,17.0,0,0.0,eowcolor,714.0,714.0,lindy,410.0,72.0,3.0,75.0,0.0,0.0,0.0,0.0,https://eyeonwater.org/media/eyeonwater_upload/19441.png,?,0,1,http://www.eyeonwater.org/media/eyeonwater_upload/19441.png,lindy,2022-01,1,2022-01-05,C:\Users\janfa\reutlingen-university.de\ParKli - General\AP2_Ko_Produktion\AP2.3_Erzeugen_von_Trainingsdatensätzen\EyeOnWater\Dash_Python\urlTest\src\pages\..\assets\Bilder\19441.png,126720.0,14809.0,False,,2022-01,,,,38.207874104143,,,,,,,0.0,21.544777651295,21.0,0.0,0.0,0.0,0.0,,0.0,38.207874104143,17.0
,19436,1,1/5/2022 10:10:44 AM,1,1/5/2022 10:10:42 AM,48.772959476064,9.1657301978032,1020324,6236424,10,png,2022-01-05 09:12:37,iOS,"iPhone13,3",8028689B-71DD-4874-BD7F-A1438E61B36A,4,,,16,16.0,0,0.0,eowcolor,695.0,695.0,Netti,410.0,39.0,3.0,50.0,8.0,0.0,0.0,0.0,https://eyeonwater.org/media/eyeonwater_upload/19436.png,?,0,1,http://www.eyeonwater.org/media/eyeonwater_upload/19436.png,Netti,2022-01,1,2022-01-05,C:\Users\janfa\reutlingen-university.de\ParKli - General\AP2_Ko_Produktion\AP2.3_Erzeugen_von_Trainingsdatensätzen\EyeOnWater\Dash_Python\urlTest\src\pages\..\assets\Bilder\19436.png,163488.0,9438.0,False,,2022-01,,,,40.470686650526,,,,,,,0.0,167.66373163614,5.0,0.0,0.0,0.0,0.0,,0.0,40.470686650526,16.0
,19427,1,12/28/2021 3:21:37 PM,1,12/28/2021 3:21:35 PM,48.8358774,9.2179148,1026133,6247058,10,png,2021-12-28 14:23:17,Android,SM-J510FN,55a8ce330200daec,4,,1.0,18,17.0,0,20.0,eowcolor,737.0,737.0,ehau,160.0,11.0,2.0,100.0,9.0,0.0,0.0,0.0,https://eyeonwater.org/media/eyeonwater_upload/19427.png,?,0,1,http://www.eyeonwater.org/media/eyeonwater_upload/19427.png,ehau,2021-12,12,2021-12-28,C:\Users\janfa\reutlingen-university.de\ParKli - General\AP2_Ko_Produktion\AP2.3_Erzeugen_von_Trainingsdatensätzen\EyeOnWater\Dash_Python\urlTest\src\pages\..\assets\Bilder\19427.png,47718.0,9757.0,True,17.0,2021-12,,,35.400409039505,37.488669482356,,,,,,32.610763106926,18.0,35.171536308186,17.0,0.0,0.0,0.0,0.0,35.400409039505,17.0,37.488669482356,17.0
,19403,1,12/17/2021 11:24:13 AM,1,12/17/2021 11:24:10 AM,48.7726921,9.1638621,1020116,6236379,0,png,2021-12-17 10:25:36,Android,SM-J510FN,55a8ce330200daec,7,,,18,19.0,0,0.0,eowcolor,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,https://eyeonwater.org/media/eyeonwater_upload/19403.png,?,0,1,http://www.eyeonwater.org/media/eyeonwater_upload/19403.png,,2021-12,12,2021-12-17,C:\Users\janfa\reutlingen-university.de\ParKli - General\AP2_Ko_Produktion\AP2.3_Erzeugen_von_Trainingsdatensätzen\EyeOnWater\Dash_Python\urlTest\src\pages\..\assets\Bilder\19403.png,114624.0,2336.0,False,,2021-12,,,26.623990795629,22.28500558087,,,,,,,0.0,10.947037711,21.0,0.0,0.0,0.0,0.0,26.623990795629,19.0,22.28500558087,21.0
,19372,1,12/13/2021 1:20:22 PM,1,12/12/2021 1:15:22 PM,48.772670309283,9.1650326016051,1020246,6236375,10,png,2021-12-12 12:16:51,iOS,"iPhone13,3",8028689B-71DD-4874-BD7F-A1438E61B36A,4,,,16,17.0,0,0.0,eowcolor,695.0,695.0,Netti,410.0,39.0,3.0,75.0,5.0,0.0,0.0,0.0,https://eyeonwater.org/media/eyeonwater_upload/19372.png,?,0,1,http://www.eyeonwater.org/media/eyeonwater_upload/19372.png,Netti,2021-12,12,2021-12-12,C:\Users\janfa\reutlingen-university.de\ParKli - General\AP2_Ko_Produktion\AP2.3_Erzeugen_von_Trainingsdatensätzen\EyeOnWater\Dash_Python\urlTest\src\pages\..\assets\Bilder\19372.png,163488.0,11742.0,False,,2021-12,,,,37.740379258059,,,,,,,0.0,16.099941739483,21.0,0.0,0.0,0.0,0.0,,0.0,37.740379258059,17.0
